epoch,acc,loss,val_acc,val_loss
0,0.5668103448275862,1.1272288041895833,0.796875,0.5917347286428724
1,0.8941942483461621,0.3217928640976977,0.8727272738109936,0.3587829597971656
2,0.9527943569295638,0.14632176786936046,0.922727271643552,0.3361032239415429
3,0.9750406945198047,0.08474229354607432,0.90909091017463,0.2501613085920161
4,0.9907759088442757,0.04428682812427413,0.9545454545454546,0.27043248997493224
5,0.9848073792729246,0.052293878698006994,0.9295454545454546,0.23756901621818544
6,0.9831795984807379,0.04898212715878282,0.9477272738109935,0.2219792163507505
7,0.98752034748629,0.03757792061201852,0.9340909090909091,0.3158091287721287
8,0.9902333152468801,0.03249637133022947,0.8840909080071883,0.6070489119399678
9,0.9924036896364623,0.0303718009084358,0.922727271643552,0.3015828343954953
10,0.9994574064026045,0.0038085391260360125,0.96590908982537,0.2764066313986074
11,1.0,0.0016194109827699721,0.9363636352799155,0.3363674674521793
12,1.0,0.0012591156718936131,0.9704545454545455,0.18521318213844842
13,0.9983722192078134,0.0055179023496160174,0.9409090898253701,0.3277831803668629
14,1.0,0.0006570992992631043,0.9431818170980973,0.3056262317706238
15,1.0,0.00040152575795417947,0.9441964285714286,0.319208300048818
16,1.0,0.0002108334159890452,0.9545454545454546,0.3044742702083154
17,1.0,0.00011682497730891246,0.95,0.2626344886015762
18,1.0,0.00010681363696303689,0.9477272738109935,0.32076644895767625
19,1.0,0.00011163383510430044,0.9363636374473572,0.3862007590857419
20,1.0,9.023646452988032e-05,0.9613636352799155,0.23790365288203413
21,1.0,9.494473487710718e-05,0.952272728356448,0.2706639507108114
22,1.0,6.442280080742451e-05,0.9340909101746299,0.41232987811619587
23,1.0,7.15954506736399e-05,0.9659090909090909,0.1671108782122081
24,1.0,5.4726064185900035e-05,0.9568181818181818,0.31048369773409584
25,1.0,5.152602681665858e-05,0.9499999989162792,0.31754407560114156
26,1.0,6.243663373574605e-05,0.9477272716435519,0.3578241696411913
27,1.0,3.526243843253165e-05,0.9522727261890065,0.3355475044174289
28,1.0,4.467250210297557e-05,0.9545454534617337,0.2663485913452777
29,1.0,3.52956698045838e-05,0.952272728356448,0.3347507894039154
30,1.0,3.285001578848758e-05,0.9553571428571429,0.29195514289728763
31,1.0,3.072632937086184e-05,0.952272728356448,0.3400641766461459
32,1.0,2.821839830131618e-05,0.9545454545454546,0.3455260703509504
33,1.0,3.1454780498476336e-05,0.9522727272727273,0.2845968448133631
34,1.0,2.525554641932062e-05,0.9522727272727273,0.3786575122397732
35,1.0,2.5298466304340743e-05,0.95,0.2685352535410361
36,1.0,1.8994542080431163e-05,0.9636363625526428,0.3302697747607123
37,1.0,2.15155935512641e-05,0.952272728356448,0.28342859620143745
38,1.0,1.8430301451975857e-05,0.95,0.38317444272000684
39,1.0,1.812275206018195e-05,0.9568181818181818,0.27886629057201473
40,1.0,1.854089689031116e-05,0.9499999989162792,0.3866739044981924
41,1.0,1.546603548497783e-05,0.9545454534617337,0.2912548207423904
42,1.0,1.634846500421286e-05,0.9477272716435519,0.39908587295900694
43,1.0,1.5496506490274535e-05,0.9568181818181818,0.2695177463052625
44,1.0,1.2234234915862858e-05,0.9545454545454546,0.34040285799313674
45,1.0,1.4551403424164409e-05,0.953125,0.3477004056580232
46,1.0,1.2431968618410779e-05,0.9590909080071883,0.26242621568116276
47,1.0,1.0558393345430708e-05,0.9499999989162792,0.41789713504470205
48,1.0,1.335228587188015e-05,0.95,0.33503485402431
49,1.0,1.0187148210713753e-05,0.9477272727272728,0.35847514481707055
50,1.0,9.659004874267494e-06,0.9636363636363636,0.2996072444302792
51,1.0,9.460835819849026e-06,0.9568181818181818,0.33884548964825545
52,1.0,9.295586901783054e-06,0.9454545443708247,0.29873417759822174
53,1.0,8.471446768197835e-06,0.9522727261890065,0.3632297639033905
54,1.0,8.50153454879713e-06,0.9522727272727273,0.3167984874749726
55,1.0,7.983381372462103e-06,0.9636363636363636,0.29330433712510223
56,1.0,7.754337837604685e-06,0.9454545454545454,0.37936313035474584
57,1.0,7.706851596697433e-06,0.9522727272727273,0.3653888907791539
58,1.0,6.601510495787623e-06,0.9454545465382662,0.45396427485075863
59,1.0,6.612495812517189e-06,0.9590909090909091,0.26615182462741027
60,1.0,6.35767883788673e-06,0.9553571428571429,0.3160260571166873
61,1.0,6.0401549115989885e-06,0.952272728356448,0.3985001245894554
62,1.0,5.854398159104608e-06,0.9477272716435519,0.35040608236396853
63,1.0,5.1723193949778126e-06,0.9522727261890065,0.37538722276856956
64,1.0,5.560120912952809e-06,0.9477272716435519,0.4112508776513013
65,1.0,4.861126565558031e-06,0.9590909090909091,0.3264037133787166
66,1.0,4.357374907128271e-06,0.9613636363636363,0.22242177404801955
67,1.0,4.970624727096147e-06,0.9613636363636363,0.27002926495942203
68,1.0,5.168876449179334e-06,0.9409090909090909,0.5000258088111877
69,1.0,4.072386891582634e-06,0.956818180734461,0.34025406180457635
70,1.0,3.962960345380836e-06,0.9545454534617337,0.36664620519573377
71,1.0,3.659805109168319e-06,0.9568181818181818,0.2746895741480826
72,1.0,4.187368696285428e-06,0.9431818181818182,0.47627423243089156
73,1.0,3.904248483187858e-06,0.9613636374473572,0.28461668752133845
74,1.0,3.3923666850057387e-06,0.95,0.3833128438034857
75,1.0,3.480909166844841e-06,0.9508928571428571,0.3791893866930747
76,1.0,2.502688315095877e-06,0.9522727272727273,0.34899333697659046
77,1.0,3.500943616313153e-06,0.9636363625526428,0.3156359492584174
78,1.0,3.142012183351561e-06,0.9477272716435519,0.39897525601766326
79,1.0,3.2502268585827507e-06,0.9431818181818182,0.43595058075575666
80,1.0,2.2481432538380296e-06,0.9636363636363636,0.2888581828679889
81,1.0,2.6822896571673735e-06,0.9613636352799155,0.26037803025577555
82,1.0,2.727991347825448e-06,0.9409090919928117,0.4236282822083343
83,1.0,2.369874215344762e-06,0.9590909090909091,0.36011630342426626
84,1.0,2.4991273732782215e-06,0.9590909080071883,0.36786293232368983
85,1.0,2.3875936065325894e-06,0.9454545454545454,0.40658444345886396
86,1.0,2.4226086260012833e-06,0.952272728356448,0.3363858061927286
87,1.0,1.8108208781698848e-06,0.9568181818181818,0.4004300100178542
88,1.0,2.1800122877369293e-06,0.9545454534617337,0.35639696625823325
89,1.0,1.7272431607085355e-06,0.9500000010837208,0.39528686024925924
90,1.0,2.2204367657916427e-06,0.9598214285714286,0.32678690163759583
91,1.0,1.8983702205402102e-06,0.9454545443708247,0.4212854972433309
92,1.0,1.4775421037016368e-06,0.952272728356448,0.39249150420099876
93,1.0,1.924958088612351e-06,0.9590909090909091,0.35061404465867035
94,1.0,1.7446656594290392e-06,0.9500000010837208,0.3601537029512904
95,1.0,1.5552601128883458e-06,0.9454545443708247,0.4706859063018452
96,1.0,1.4488901463482564e-06,0.9613636363636363,0.2875380951657214
97,1.0,1.5831123347842703e-06,0.9431818170980973,0.4885127781467004
98,1.0,1.4320034609420104e-06,0.9636363647200844,0.2701679200611331
99,1.0,1.5076266876219815e-06,0.9545454534617337,0.3624882260845466
100,1.0,1.1876510805596451e-06,0.9431818181818182,0.40819031281227414
101,1.0,1.4322919389949347e-06,0.9590909090909091,0.40347472668879414
102,1.0,1.406974995959917e-06,0.9590909080071883,0.3112644354156642
103,1.0,1.0908850635346374e-06,0.9522727261890065,0.4166953299440634
104,1.0,1.265021354218154e-06,0.952272728356448,0.37048067582178523
105,1.0,1.219287679251829e-06,0.953125,0.3973468039538212
106,1.0,1.1170507162719186e-06,0.9499999989162792,0.410740855674852
107,1.0,1.020931263619821e-06,0.9522727272727273,0.3719940637598153
108,1.0,9.89944471881406e-07,0.9613636352799155,0.33317000230943616
109,1.0,1.019634900875172e-06,0.9545454556291754,0.4297617501833222
110,1.0,9.761360223151366e-07,0.9454545465382662,0.34985495326532556
111,1.0,1.0433750242109613e-06,0.9454545443708247,0.4743404053828933
112,1.0,9.397523196665082e-07,0.9613636363636363,0.3910876324463805
113,1.0,8.095356481874976e-07,0.9636363636363636,0.24997229006734084
114,1.0,8.728035032774644e-07,0.9454545454545454,0.4969939616593448
115,1.0,8.284614985933783e-07,0.9590909080071883,0.2880196634256704
116,1.0,8.243225758536621e-07,0.9499999989162792,0.37928756621073595
117,1.0,8.062422754362811e-07,0.9545454534617337,0.4358251048336652
118,1.0,7.691534755618422e-07,0.95,0.3698148663727228
119,1.0,7.588621576142683e-07,0.9545454545454546,0.4068258004027567
120,1.0,7.001926203277574e-07,0.9553571428571429,0.3701638242096773
121,1.0,6.918815566554331e-07,0.9613636374473572,0.3559841118879955
122,1.0,6.848296552724656e-07,0.9454545443708247,0.42236556425513383
123,1.0,6.815628599809612e-07,0.95,0.41412996576929634
124,1.0,6.131288885320333e-07,0.9613636352799155,0.36602869059477766
125,1.0,6.297195297348395e-07,0.9477272727272728,0.40058006339452484
126,1.0,6.075655528449244e-07,0.95,0.4445636108771644
127,1.0,5.752560950567545e-07,0.9522727261890065,0.42177462564273316
128,1.0,6.101528943248329e-07,0.956818180734461,0.2620638294484128
129,1.0,5.455660365553154e-07,0.9590909090909091,0.47198596349494026
130,1.0,4.803973229114096e-07,0.9477272716435519,0.3852596012028781
131,1.0,5.827601878184145e-07,0.9590909080071883,0.337914715973999
132,1.0,4.944018317752516e-07,0.9477272716435519,0.468476642397317
133,1.0,4.875448636164856e-07,0.9522727272727273,0.37174451067265346
134,1.0,5.162972748493605e-07,0.9522727272727273,0.41618584506213663
135,1.0,4.578558888257284e-07,0.9508928571428571,0.38524816752656726
136,1.0,4.5775849746638756e-07,0.9499999989162792,0.4569591423327273
137,1.0,4.2518989967654376e-07,0.9613636363636363,0.31541141495743596
138,1.0,4.500950546433967e-07,0.9499999989162792,0.395749125324867
139,1.0,4.137409620724667e-07,0.9409090919928117,0.5222459371794353
140,1.0,4.245117368705936e-07,0.9613636352799155,0.304515268382701
141,1.0,4.1875491681876365e-07,0.9522727261890065,0.37362983101470904
142,1.0,3.937222873854064e-07,0.9545454545454546,0.45992576516953043
143,1.0,3.4168496239437677e-07,0.9363636352799155,0.542946435015818
144,1.0,3.931402830873924e-07,0.9613636363636363,0.24856878474185412
145,1.0,3.841496888972419e-07,0.9568181818181818,0.37530143373561176
146,1.0,3.4077938911743335e-07,0.9409090909090909,0.48639012534510007
147,1.0,3.7409093913574307e-07,0.95,0.3946119597518687
148,1.0,3.0300441262546143e-07,0.9522727272727273,0.38817743548954076
149,1.0,3.120926294425412e-07,0.9545454534617337,0.37539769806475803
150,1.0,3.578555783609115e-07,0.9508928571428571,0.39200667112267445
151,1.0,2.940785047500951e-07,0.9522727261890065,0.3947797122501387
152,1.0,3.3359969854726374e-07,0.9522727261890065,0.4138789682903073
153,1.0,3.057216080457154e-07,0.952272728356448,0.38910515424054626
154,1.0,2.806889402438215e-07,0.95,0.44708372366836885
155,1.0,2.9650401142809885e-07,0.9522727261890065,0.3504292648116296
156,1.0,3.0048210336318153e-07,0.9522727261890065,0.49140026784417307
157,1.0,2.6406556583691367e-07,0.9431818170980973,0.4495096685195511
158,1.0,2.6720289172932905e-07,0.9568181818181818,0.3724271551790563
159,1.0,2.9171767225020405e-07,0.9522727272727273,0.3565583066041494
160,1.0,2.587939285998498e-07,0.9477272738109935,0.46199958916245537
161,1.0,2.6885219493783466e-07,0.9522727272727273,0.3781120480800217
162,1.0,2.2732585982644983e-07,0.9477272716435519,0.4486539618270895
163,1.0,2.521640979063679e-07,0.952272728356448,0.4013808754526756
164,1.0,2.338588925235333e-07,0.952272728356448,0.40850428579036485
165,1.0,2.51775910235658e-07,0.9486607142857143,0.4364997423919184
166,1.0,2.433673384328677e-07,0.9568181818181818,0.4218267691618001
167,1.0,2.0565719644798415e-07,0.9477272727272728,0.371515949730846
168,1.0,2.2904004252637725e-07,0.95,0.4096650781109929
169,1.0,2.1542436369780552e-07,0.9545454534617337,0.38324182382361455
170,1.0,2.1768824721771365e-07,0.9545454556291754,0.4051512366076085
171,1.0,2.1451879954264242e-07,0.9477272738109935,0.4782581949267875
172,1.0,2.086650340423388e-07,0.9477272738109935,0.39008712511170995
173,1.0,2.057866596091017e-07,0.9636363636363636,0.34714062913236293
174,1.0,2.049457750141331e-07,0.9431818181818182,0.4842632363889028
175,1.0,1.9977117892327373e-07,0.9454545454545454,0.464733230904676
176,1.0,1.973132689905357e-07,0.9545454534617337,0.3970037107440558
177,1.0,1.9702313503283472e-07,0.952272728356448,0.3997749904339964
178,1.0,1.879343055653801e-07,0.9454545454545454,0.4345369878436693
179,1.0,1.9394977073724186e-07,0.9477272716435519,0.4452309040910636
180,1.0,1.8460316111027027e-07,0.9508928571428571,0.41113395916597384
181,1.0,1.762267407609817e-07,0.943181819265539,0.4196843951517208
182,1.0,1.9398216311215193e-07,0.9568181818181818,0.42549541892314496
183,1.0,1.8072220380614658e-07,0.9431818181818182,0.4268098208960675
184,1.0,1.6992021505455034e-07,0.9409090909090909,0.46894067363305525
185,1.0,1.8385934386252857e-07,0.9590909090909091,0.34412886874157594
186,1.0,1.747067363750442e-07,0.9386363647200845,0.5397016676271464
187,1.0,1.6481035646222638e-07,0.9522727272727273,0.35826117267662827
188,1.0,1.6545714891819815e-07,0.9431818170980973,0.42027451558546586
189,1.0,1.706317530436265e-07,0.9409090898253701,0.5187846139073372
190,1.0,1.6309625372245273e-07,0.9500000010837208,0.42225773334503175
191,1.0,1.5856847613437317e-07,0.95,0.33043540470429106
192,1.0,1.718607480864564e-07,0.9500000010837208,0.4483627843247219
193,1.0,1.4485583151645164e-07,0.9431818181818182,0.4180346704003486
